-4e-06,0
-3.999e-06,0
-3.998e-06,0
-3.997e-06,0
-3.996e-06,0
-3.995e-06,0
-3.994e-06,0
-3.993e-06,0
-3.992e-06,0
-3.991e-06,0
-3.99e-06,0
-3.989e-06,0
-3.988e-06,0
-3.987e-06,0
-3.986e-06,0
-3.985e-06,0
-3.984e-06,0
-3.983e-06,0
-3.982e-06,0
-3.981e-06,0
-3.98e-06,0
-3.979e-06,0
-3.978e-06,0
-3.977e-06,0
-3.976e-06,0
-3.975e-06,0
-3.974e-06,0
-3.973e-06,0
-3.972e-06,0
-3.971e-06,0
-3.97e-06,0
-3.969e-06,0
-3.968e-06,0
-3.967e-06,0
-3.966e-06,0
-3.965e-06,0
-3.964e-06,0
-3.963e-06,0
-3.962e-06,0
-3.961e-06,0
-3.96e-06,0
-3.959e-06,0
-3.958e-06,0
-3.957e-06,0
-3.956e-06,0
-3.955e-06,0
-3.954e-06,0
-3.953e-06,0
-3.952e-06,0
-3.951e-06,0
-3.95e-06,0
-3.949e-06,0
-3.948e-06,0
-3.947e-06,0
-3.946e-06,0
-3.945e-06,0
-3.944e-06,0
-3.943e-06,0
-3.942e-06,0
-3.941e-06,0
-3.94e-06,0
-3.939e-06,0
-3.938e-06,0
-3.937e-06,0
-3.936e-06,0
-3.935e-06,0
-3.934e-06,0
-3.933e-06,0
-3.932e-06,0
-3.931e-06,0
-3.93e-06,0
-3.929e-06,0
-3.928e-06,0
-3.927e-06,0
-3.926e-06,0
-3.925e-06,0
-3.924e-06,0
-3.923e-06,0
-3.922e-06,0
-3.921e-06,0
-3.92e-06,0
-3.919e-06,0
-3.918e-06,0
-3.917e-06,0
-3.916e-06,0
-3.915e-06,0
-3.914e-06,0
-3.913e-06,0
-3.912e-06,0
-3.911e-06,0
-3.91e-06,0
-3.909e-06,0
-3.908e-06,0
-3.907e-06,0
-3.906e-06,0
-3.905e-06,0
-3.904e-06,0
-3.903e-06,0
-3.902e-06,0
-3.901e-06,0
-3.9e-06,0
-3.899e-06,0
-3.898e-06,0
-3.897e-06,0
-3.896e-06,0
-3.895e-06,0
-3.894e-06,0
-3.893e-06,0
-3.892e-06,0
-3.891e-06,0
-3.89e-06,0
-3.889e-06,0
-3.888e-06,0
-3.887e-06,0
-3.886e-06,0
-3.885e-06,0
-3.884e-06,0
-3.883e-06,0
-3.882e-06,0
-3.881e-06,0
-3.88e-06,0
-3.879e-06,0
-3.878e-06,0
-3.877e-06,0
-3.876e-06,0
-3.875e-06,0
-3.874e-06,0
-3.873e-06,0
-3.872e-06,0
-3.871e-06,0
-3.87e-06,0
-3.869e-06,0
-3.868e-06,0
-3.867e-06,0
-3.866e-06,0
-3.865e-06,0
-3.864e-06,0
-3.863e-06,0
-3.862e-06,0
-3.861e-06,0
-3.86e-06,0
-3.859e-06,0
-3.858e-06,0
-3.857e-06,0
-3.856e-06,0
-3.855e-06,0
-3.854e-06,0
-3.853e-06,0
-3.852e-06,0
-3.851e-06,0
-3.85e-06,0
-3.849e-06,0
-3.848e-06,0
-3.847e-06,0
-3.846e-06,0
-3.845e-06,0
-3.844e-06,0
-3.843e-06,0
-3.842e-06,0
-3.841e-06,0
-3.84e-06,0
-3.839e-06,0
-3.838e-06,0
-3.837e-06,0
-3.836e-06,0
-3.835e-06,0
-3.834e-06,0
-3.833e-06,0
-3.832e-06,0
-3.831e-06,0
-3.83e-06,0
-3.829e-06,0
-3.828e-06,0
-3.827e-06,0
-3.826e-06,0
-3.825e-06,0
-3.824e-06,0
-3.823e-06,0
-3.822e-06,0
-3.821e-06,0
-3.82e-06,0
-3.819e-06,0
-3.818e-06,0
-3.817e-06,0
-3.816e-06,0
-3.815e-06,0
-3.814e-06,0
-3.813e-06,0
-3.812e-06,0
-3.811e-06,0
-3.81e-06,0
-3.809e-06,0
-3.808e-06,0
-3.807e-06,0
-3.806e-06,0
-3.805e-06,0
-3.804e-06,0
-3.803e-06,0
-3.802e-06,0
-3.801e-06,0
